file_name,global_trap_id,tpc,adc,ch_list,PE_meas,PE_meas_noLTcr,PE_exp,PE_exp_noLTcr
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,173,4,4,"[36, 37]",2778.7476959228516,549.3737182617188,247983.01832208876,247983.01832208876
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,174,4,4,"[38, 39]",4103.585901260376,748.5706443786621,215305.02767520567,215305.02767520567
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,175,4,4,"[40, 41]",2998.918899536133,594.9448318481445,496420.49990759266,496420.49990759266
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,280,7,7,"[52, 53, 54, 55, 56, 57]",4880.749530792236,908.1075592041016,318442.67939705966,318442.67939705966
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,281,7,7,"[52, 53]",7012.401521682739,953.6315078735352,441084.05713108566,441084.05713108566
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,282,7,7,"[54, 55]",9571.861572265625,743.7432022094727,465073.32528092316,465073.32528092316
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,283,7,7,"[56, 57]",10644.98518371582,807.3516387939453,1379268.3924574372,1379268.3924574372
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,284,7,7,"[58, 59, 60, 61, 62, 63]",5940.826936721802,472.3307228088379,411947.67819631874,411947.67819631874
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,285,7,7,"[58, 59]",4413.007286071777,535.790714263916,326055.51500430214,326055.51500430214
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,286,7,7,"[60, 61]",3675.976125717163,623.0825958251953,275760.5693343144,275760.5693343144
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,287,7,7,"[62, 63]",3346.8078422546387,507.2044906616211,661918.4314898521,661918.4314898521
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,288,7,7,"[36, 37, 38, 39, 40, 41]",3236.9655723571777,928.2123260498047,307342.43058947515,307342.43058947515
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,289,7,7,"[36, 37]",4450.070709228516,1177.2211837768555,627318.8548980481,627318.8548980481
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,290,7,7,"[38, 39]",4141.009708404541,1064.8133163452148,706098.7800218335,706098.7800218335
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,291,7,7,"[40, 41]",6571.630840301514,1376.2728271484375,2678637.4501304836,2111453.1832880313
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,292,7,7,"[42, 43, 44, 45, 46, 47]",3133.278118133545,1179.289852142334,924688.2612833661,924688.2612833661
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,293,7,7,"[42, 43]",3731.262342453003,1883.12544631958,702173.9106940678,702173.9106940678
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,294,7,7,"[44, 45]",3380.248046875,1525.3793144226074,481734.91826017725,481734.91826017725
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,295,7,7,"[46, 47]",2586.363275527954,933.0517177581787,1068432.305564875,1068432.305564875
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,240,6,6,"[4, 5, 6, 7, 8, 9]",4208.077074050903,1594.318260192871,268967.27319751424,268967.27319751424
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,241,6,6,"[4, 5]",0.0,0.0,297410.58130389353,297410.58130389353
packet-0050017-2024_07_08_14_03_28_CDT.FLOW.hdf5,242,6,6,"[6, 7]",12786.49797821045,4840.545394897461,315960.6685310199,315960.6685310199
